Familia,Modulo_ID,Algoritmo,Repeticao,TargetModule,Coverage
TheAlgorithms,8,RANDOM,2,math_logic_8,0.3529411764705882
TheAlgorithms,9,RANDOM,2,math_logic_9,0.3529411764705882
Validators,1,RANDOM,2,string_val_1,0.2608695652173913
Validators,10,RANDOM,2,string_val_10,0.2608695652173913
Validators,11,RANDOM,2,string_val_11,0.2608695652173913
Validators,12,RANDOM,2,string_val_12,0.2608695652173913
Validators,13,RANDOM,2,string_val_13,0.2608695652173913
Validators,14,RANDOM,2,string_val_14,0.2608695652173913
Validators,15,RANDOM,2,string_val_15,0.2608695652173913
Validators,16,RANDOM,2,string_val_16,0.1739130434782608
Validators,17,RANDOM,2,string_val_17,0.1739130434782608
Validators,18,RANDOM,2,string_val_18,0.1739130434782608
Validators,19,RANDOM,2,string_val_19,0.1739130434782608
Validators,2,RANDOM,2,string_val_2,0.2608695652173913
Validators,20,RANDOM,2,string_val_20,0.1739130434782608
Validators,21,RANDOM,2,string_val_21,0.1739130434782608
Validators,22,RANDOM,2,string_val_22,0.1739130434782608
Validators,23,RANDOM,2,string_val_23,0.1739130434782608
Validators,24,RANDOM,2,string_val_24,0.1739130434782608
Validators,25,RANDOM,2,string_val_25,0.1739130434782608
Validators,26,RANDOM,2,string_val_26,0.1739130434782608
Validators,27,RANDOM,2,string_val_27,0.1739130434782608
Validators,28,RANDOM,2,string_val_28,0.1739130434782608
Validators,29,RANDOM,2,string_val_29,0.1739130434782608
Validators,3,RANDOM,2,string_val_3,0.2608695652173913
Validators,30,RANDOM,2,string_val_30,0.1739130434782608
Validators,4,RANDOM,2,string_val_4,0.2608695652173913
Validators,5,RANDOM,2,string_val_5,0.2608695652173913
Validators,6,RANDOM,2,string_val_6,0.2608695652173913
Validators,7,RANDOM,2,string_val_7,0.2608695652173913
Validators,8,RANDOM,2,string_val_8,0.2608695652173913
Validators,9,RANDOM,2,string_val_9,0.2608695652173913
TheAlgorithms,1,RANDOM,3,math_logic_1,0.3529411764705882
TheAlgorithms,10,RANDOM,3,math_logic_10,0.3529411764705882
TheAlgorithms,11,RANDOM,3,math_logic_11,0.3529411764705882
TheAlgorithms,12,RANDOM,3,math_logic_12,0.3529411764705882
TheAlgorithms,13,RANDOM,3,math_logic_13,0.3529411764705882
TheAlgorithms,14,RANDOM,3,math_logic_14,0.5294117647058824
TheAlgorithms,15,RANDOM,3,math_logic_15,0.3529411764705882
TheAlgorithms,16,RANDOM,3,math_logic_16,0.3529411764705882
TheAlgorithms,17,RANDOM,3,math_logic_17,0.3529411764705882
TheAlgorithms,18,RANDOM,3,math_logic_18,0.3529411764705882
TheAlgorithms,19,RANDOM,3,math_logic_19,0.3529411764705882
TheAlgorithms,2,RANDOM,3,math_logic_2,0.3529411764705882
TheAlgorithms,20,RANDOM,3,math_logic_20,0.5294117647058824
TheAlgorithms,21,RANDOM,3,math_logic_21,0.3529411764705882
TheAlgorithms,22,RANDOM,3,math_logic_22,0.3529411764705882
TheAlgorithms,23,RANDOM,3,math_logic_23,0.3529411764705882
TheAlgorithms,24,RANDOM,3,math_logic_24,0.5294117647058824
TheAlgorithms,25,RANDOM,3,math_logic_25,0.3529411764705882
TheAlgorithms,26,RANDOM,3,math_logic_26,0.3529411764705882
TheAlgorithms,27,RANDOM,3,math_logic_27,0.3529411764705882
TheAlgorithms,28,RANDOM,3,math_logic_28,0.3529411764705882
TheAlgorithms,29,RANDOM,3,math_logic_29,0.3529411764705882
TheAlgorithms,3,RANDOM,3,math_logic_3,0.3529411764705882
TheAlgorithms,30,RANDOM,3,math_logic_30,0.3529411764705882
TheAlgorithms,4,RANDOM,3,math_logic_4,0.3529411764705882
TheAlgorithms,5,RANDOM,3,math_logic_5,0.3529411764705882
TheAlgorithms,6,RANDOM,3,math_logic_6,0.3529411764705882
TheAlgorithms,7,RANDOM,3,math_logic_7,0.3529411764705882
TheAlgorithms,8,RANDOM,3,math_logic_8,0.3529411764705882
TheAlgorithms,9,RANDOM,3,math_logic_9,0.3529411764705882
Validators,1,RANDOM,3,string_val_1,0.2608695652173913
Validators,10,RANDOM,3,string_val_10,0.2608695652173913
Validators,11,RANDOM,3,string_val_11,0.2608695652173913
Validators,12,RANDOM,3,string_val_12,0.2608695652173913
Validators,13,RANDOM,3,string_val_13,0.2608695652173913
Validators,14,RANDOM,3,string_val_14,0.2608695652173913
Validators,15,RANDOM,3,string_val_15,0.2608695652173913
Validators,16,RANDOM,3,string_val_16,0.1739130434782608
Validators,17,RANDOM,3,string_val_17,0.1739130434782608
Validators,18,RANDOM,3,string_val_18,0.1739130434782608
Validators,19,RANDOM,3,string_val_19,0.1739130434782608
Validators,2,RANDOM,3,string_val_2,0.2608695652173913
Validators,20,RANDOM,3,string_val_20,0.1739130434782608
Validators,21,RANDOM,3,string_val_21,0.1739130434782608
Validators,22,RANDOM,3,string_val_22,0.1739130434782608
Validators,23,RANDOM,3,string_val_23,0.1739130434782608
Validators,24,RANDOM,3,string_val_24,0.1739130434782608
Validators,25,RANDOM,3,string_val_25,0.1739130434782608
Validators,26,RANDOM,3,string_val_26,0.1739130434782608
Validators,27,RANDOM,3,string_val_27,0.1739130434782608
Validators,28,RANDOM,3,string_val_28,0.1739130434782608
Validators,29,RANDOM,3,string_val_29,0.1739130434782608
Validators,3,RANDOM,3,string_val_3,0.2608695652173913
Validators,30,RANDOM,3,string_val_30,0.1739130434782608
Validators,4,RANDOM,3,string_val_4,0.2608695652173913
Validators,5,RANDOM,3,string_val_5,0.2608695652173913
Validators,6,RANDOM,3,string_val_6,0.2608695652173913
Validators,7,RANDOM,3,string_val_7,0.2608695652173913
Validators,8,RANDOM,3,string_val_8,0.2608695652173913
Validators,9,RANDOM,3,string_val_9,0.2608695652173913
TheAlgorithms,1,WHOLE_SUITE,1,math_logic_1,0.9411764705882352
TheAlgorithms,10,WHOLE_SUITE,1,math_logic_10,0.6470588235294118
TheAlgorithms,11,WHOLE_SUITE,1,math_logic_11,0.3529411764705882
TheAlgorithms,12,WHOLE_SUITE,1,math_logic_12,0.6470588235294118
TheAlgorithms,13,WHOLE_SUITE,1,math_logic_13,0.7058823529411765
TheAlgorithms,14,WHOLE_SUITE,1,math_logic_14,0.5294117647058824
TheAlgorithms,15,WHOLE_SUITE,1,math_logic_15,0.6470588235294118
TheAlgorithms,16,WHOLE_SUITE,1,math_logic_16,0.3529411764705882
TheAlgorithms,17,WHOLE_SUITE,1,math_logic_17,0.9411764705882352
TheAlgorithms,18,WHOLE_SUITE,1,math_logic_18,0.8823529411764706
TheAlgorithms,19,WHOLE_SUITE,1,math_logic_19,0.6470588235294118
TheAlgorithms,2,WHOLE_SUITE,1,math_logic_2,0.9411764705882352
TheAlgorithms,20,WHOLE_SUITE,1,math_logic_20,0.8823529411764706
TheAlgorithms,21,WHOLE_SUITE,1,math_logic_21,0.6470588235294118
TheAlgorithms,22,WHOLE_SUITE,1,math_logic_22,0.8823529411764706
TheAlgorithms,23,WHOLE_SUITE,1,math_logic_23,0.3529411764705882
TheAlgorithms,24,WHOLE_SUITE,1,math_logic_24,0.8823529411764706
TheAlgorithms,25,WHOLE_SUITE,1,math_logic_25,0.8823529411764706
TheAlgorithms,26,WHOLE_SUITE,1,math_logic_26,0.9411764705882352
TheAlgorithms,27,WHOLE_SUITE,1,math_logic_27,0.3529411764705882
TheAlgorithms,28,WHOLE_SUITE,1,math_logic_28,0.6470588235294118
TheAlgorithms,29,WHOLE_SUITE,1,math_logic_29,0.6470588235294118
TheAlgorithms,3,WHOLE_SUITE,1,math_logic_3,0.6470588235294118
TheAlgorithms,30,WHOLE_SUITE,1,math_logic_30,0.7058823529411765
TheAlgorithms,4,WHOLE_SUITE,1,math_logic_4,0.6470588235294118
TheAlgorithms,5,WHOLE_SUITE,1,math_logic_5,0.8823529411764706
TheAlgorithms,6,WHOLE_SUITE,1,math_logic_6,0.6470588235294118
TheAlgorithms,7,WHOLE_SUITE,1,math_logic_7,0.8823529411764706
TheAlgorithms,8,WHOLE_SUITE,1,math_logic_8,0.3529411764705882
TheAlgorithms,9,WHOLE_SUITE,1,math_logic_9,0.3529411764705882
Validators,1,WHOLE_SUITE,1,string_val_1,0.2608695652173913
Validators,10,WHOLE_SUITE,1,string_val_10,0.2608695652173913
Validators,11,WHOLE_SUITE,1,string_val_11,0.2608695652173913
Validators,12,WHOLE_SUITE,1,string_val_12,0.2608695652173913
Validators,13,WHOLE_SUITE,1,string_val_13,0.2608695652173913
Validators,14,WHOLE_SUITE,1,string_val_14,0.2608695652173913
Validators,15,WHOLE_SUITE,1,string_val_15,0.2608695652173913
Validators,16,WHOLE_SUITE,1,string_val_16,0.1739130434782608
Validators,17,WHOLE_SUITE,1,string_val_17,0.1739130434782608
Validators,18,WHOLE_SUITE,1,string_val_18,0.1739130434782608
Validators,19,WHOLE_SUITE,1,string_val_19,0.1739130434782608
Validators,2,WHOLE_SUITE,1,string_val_2,0.2608695652173913
Validators,20,WHOLE_SUITE,1,string_val_20,0.1739130434782608
Validators,21,WHOLE_SUITE,1,string_val_21,0.1739130434782608
Validators,22,WHOLE_SUITE,1,string_val_22,0.1739130434782608
Validators,23,WHOLE_SUITE,1,string_val_23,0.1739130434782608
Validators,24,WHOLE_SUITE,1,string_val_24,0.1739130434782608
Validators,25,WHOLE_SUITE,1,string_val_25,0.1739130434782608
Validators,26,WHOLE_SUITE,1,string_val_26,0.1739130434782608
Validators,27,WHOLE_SUITE,1,string_val_27,0.1739130434782608
Validators,28,WHOLE_SUITE,1,string_val_28,0.1739130434782608
Validators,29,WHOLE_SUITE,1,string_val_29,0.1739130434782608
Validators,3,WHOLE_SUITE,1,string_val_3,0.2608695652173913
Validators,30,WHOLE_SUITE,1,string_val_30,0.1739130434782608
Validators,4,WHOLE_SUITE,1,string_val_4,0.2608695652173913
Validators,5,WHOLE_SUITE,1,string_val_5,0.2608695652173913
Validators,6,WHOLE_SUITE,1,string_val_6,0.2608695652173913
Validators,7,WHOLE_SUITE,1,string_val_7,0.2608695652173913
Validators,8,WHOLE_SUITE,1,string_val_8,0.2608695652173913
Validators,9,WHOLE_SUITE,1,string_val_9,0.2608695652173913
TheAlgorithms,1,WHOLE_SUITE,2,math_logic_1,0.6470588235294118
TheAlgorithms,10,WHOLE_SUITE,2,math_logic_10,0.6470588235294118
TheAlgorithms,11,WHOLE_SUITE,2,math_logic_11,0.3529411764705882
TheAlgorithms,12,WHOLE_SUITE,2,math_logic_12,0.8823529411764706
TheAlgorithms,13,WHOLE_SUITE,2,math_logic_13,0.3529411764705882
TheAlgorithms,14,WHOLE_SUITE,2,math_logic_14,0.6470588235294118
TheAlgorithms,15,WHOLE_SUITE,2,math_logic_15,0.8823529411764706
TheAlgorithms,16,WHOLE_SUITE,2,math_logic_16,0.7058823529411765
TheAlgorithms,17,WHOLE_SUITE,2,math_logic_17,0.3529411764705882
TheAlgorithms,18,WHOLE_SUITE,2,math_logic_18,0.5882352941176471
TheAlgorithms,19,WHOLE_SUITE,2,math_logic_19,0.7058823529411765
TheAlgorithms,2,WHOLE_SUITE,2,math_logic_2,0.9411764705882352
TheAlgorithms,20,WHOLE_SUITE,2,math_logic_20,0.5294117647058824
TheAlgorithms,21,WHOLE_SUITE,2,math_logic_21,0.5294117647058824
TheAlgorithms,22,WHOLE_SUITE,2,math_logic_22,0.6470588235294118
TheAlgorithms,23,WHOLE_SUITE,2,math_logic_23,0.8235294117647058
TheAlgorithms,24,WHOLE_SUITE,2,math_logic_24,0.6470588235294118
TheAlgorithms,25,WHOLE_SUITE,2,math_logic_25,0.8235294117647058
TheAlgorithms,26,WHOLE_SUITE,2,math_logic_26,0.6470588235294118
TheAlgorithms,27,WHOLE_SUITE,2,math_logic_27,0.6470588235294118
TheAlgorithms,28,WHOLE_SUITE,2,math_logic_28,1.0
TheAlgorithms,29,WHOLE_SUITE,2,math_logic_29,0.8823529411764706
TheAlgorithms,3,WHOLE_SUITE,2,math_logic_3,0.8823529411764706
TheAlgorithms,30,WHOLE_SUITE,2,math_logic_30,0.6470588235294118
TheAlgorithms,4,WHOLE_SUITE,2,math_logic_4,0.8823529411764706
TheAlgorithms,5,WHOLE_SUITE,2,math_logic_5,0.6470588235294118
TheAlgorithms,6,WHOLE_SUITE,2,math_logic_6,0.9411764705882352
TheAlgorithms,7,WHOLE_SUITE,2,math_logic_7,0.3529411764705882
TheAlgorithms,8,WHOLE_SUITE,2,math_logic_8,0.9411764705882352
TheAlgorithms,9,WHOLE_SUITE,2,math_logic_9,0.6470588235294118
Validators,1,WHOLE_SUITE,2,string_val_1,0.2608695652173913
Validators,10,WHOLE_SUITE,2,string_val_10,0.2608695652173913
Validators,11,WHOLE_SUITE,2,string_val_11,0.2608695652173913
Validators,12,WHOLE_SUITE,2,string_val_12,0.2608695652173913
Validators,13,WHOLE_SUITE,2,string_val_13,0.2608695652173913
Validators,14,WHOLE_SUITE,2,string_val_14,0.2608695652173913
Validators,15,WHOLE_SUITE,2,string_val_15,0.2608695652173913
Validators,16,WHOLE_SUITE,2,string_val_16,0.1739130434782608
Validators,17,WHOLE_SUITE,2,string_val_17,0.1739130434782608
Validators,18,WHOLE_SUITE,2,string_val_18,0.1739130434782608
Validators,19,WHOLE_SUITE,2,string_val_19,0.1739130434782608
Validators,2,WHOLE_SUITE,2,string_val_2,0.4347826086956521
Validators,20,WHOLE_SUITE,2,string_val_20,0.1739130434782608
Validators,21,WHOLE_SUITE,2,string_val_21,0.1739130434782608
Validators,22,WHOLE_SUITE,2,string_val_22,0.1739130434782608
Validators,23,WHOLE_SUITE,2,string_val_23,0.1739130434782608
Validators,24,WHOLE_SUITE,2,string_val_24,0.1739130434782608
Validators,25,WHOLE_SUITE,2,string_val_25,0.1739130434782608
Validators,26,WHOLE_SUITE,2,string_val_26,0.1739130434782608
Validators,27,WHOLE_SUITE,2,string_val_27,0.1739130434782608
Validators,28,WHOLE_SUITE,2,string_val_28,0.1739130434782608
Validators,29,WHOLE_SUITE,2,string_val_29,0.1739130434782608
Validators,3,WHOLE_SUITE,2,string_val_3,0.2608695652173913
Validators,30,WHOLE_SUITE,2,string_val_30,0.1739130434782608
Validators,4,WHOLE_SUITE,2,string_val_4,0.2608695652173913
Validators,5,WHOLE_SUITE,2,string_val_5,0.2608695652173913
Validators,6,WHOLE_SUITE,2,string_val_6,0.2608695652173913
Validators,7,WHOLE_SUITE,2,string_val_7,0.2608695652173913
Validators,8,WHOLE_SUITE,2,string_val_8,0.2608695652173913
Validators,9,WHOLE_SUITE,2,string_val_9,0.2608695652173913
TheAlgorithms,1,WHOLE_SUITE,3,math_logic_1,0.8235294117647058
TheAlgorithms,10,WHOLE_SUITE,3,math_logic_10,0.6470588235294118
TheAlgorithms,11,WHOLE_SUITE,3,math_logic_11,0.3529411764705882
TheAlgorithms,12,WHOLE_SUITE,3,math_logic_12,0.3529411764705882
TheAlgorithms,13,WHOLE_SUITE,3,math_logic_13,0.7058823529411765
TheAlgorithms,14,WHOLE_SUITE,3,math_logic_14,0.6470588235294118
TheAlgorithms,15,WHOLE_SUITE,3,math_logic_15,0.3529411764705882
TheAlgorithms,16,WHOLE_SUITE,3,math_logic_16,0.3529411764705882
TheAlgorithms,17,WHOLE_SUITE,3,math_logic_17,0.7058823529411765
TheAlgorithms,18,WHOLE_SUITE,3,math_logic_18,0.8823529411764706
TheAlgorithms,19,WHOLE_SUITE,3,math_logic_19,0.8823529411764706
TheAlgorithms,2,WHOLE_SUITE,3,math_logic_2,0.8823529411764706
TheAlgorithms,20,WHOLE_SUITE,3,math_logic_20,0.7058823529411765
TheAlgorithms,21,WHOLE_SUITE,3,math_logic_21,0.7058823529411765
TheAlgorithms,22,WHOLE_SUITE,3,math_logic_22,0.5294117647058824
TheAlgorithms,23,WHOLE_SUITE,3,math_logic_23,0.3529411764705882
TheAlgorithms,24,WHOLE_SUITE,3,math_logic_24,0.8823529411764706
TheAlgorithms,25,WHOLE_SUITE,3,math_logic_25,0.7058823529411765
TheAlgorithms,26,WHOLE_SUITE,3,math_logic_26,1.0
TheAlgorithms,27,WHOLE_SUITE,3,math_logic_27,0.9411764705882352
TheAlgorithms,28,WHOLE_SUITE,3,math_logic_28,0.8823529411764706
TheAlgorithms,29,WHOLE_SUITE,3,math_logic_29,0.8235294117647058
TheAlgorithms,3,WHOLE_SUITE,3,math_logic_3,0.9411764705882352
TheAlgorithms,30,WHOLE_SUITE,3,math_logic_30,0.6470588235294118
TheAlgorithms,4,WHOLE_SUITE,3,math_logic_4,0.5294117647058824
TheAlgorithms,5,WHOLE_SUITE,3,math_logic_5,0.3529411764705882
TheAlgorithms,6,WHOLE_SUITE,3,math_logic_6,0.8823529411764706
TheAlgorithms,7,WHOLE_SUITE,3,math_logic_7,0.6470588235294118
TheAlgorithms,8,WHOLE_SUITE,3,math_logic_8,0.3529411764705882
TheAlgorithms,9,WHOLE_SUITE,3,math_logic_9,0.3529411764705882
Validators,1,WHOLE_SUITE,3,string_val_1,0.2608695652173913
Validators,10,WHOLE_SUITE,3,string_val_10,0.2608695652173913
Validators,11,WHOLE_SUITE,3,string_val_11,0.2608695652173913
Validators,12,WHOLE_SUITE,3,string_val_12,0.2608695652173913
Validators,13,WHOLE_SUITE,3,string_val_13,0.2608695652173913
Validators,14,WHOLE_SUITE,3,string_val_14,0.2608695652173913
Validators,15,WHOLE_SUITE,3,string_val_15,0.2608695652173913
Validators,16,WHOLE_SUITE,3,string_val_16,0.1739130434782608
Validators,17,WHOLE_SUITE,3,string_val_17,0.1739130434782608
Validators,18,WHOLE_SUITE,3,string_val_18,0.1739130434782608
Validators,19,WHOLE_SUITE,3,string_val_19,0.1739130434782608
Validators,2,WHOLE_SUITE,3,string_val_2,0.2608695652173913
Validators,20,WHOLE_SUITE,3,string_val_20,0.1739130434782608
Validators,21,WHOLE_SUITE,3,string_val_21,0.1739130434782608
Validators,22,WHOLE_SUITE,3,string_val_22,0.1739130434782608
Validators,23,WHOLE_SUITE,3,string_val_23,0.1739130434782608
Validators,24,WHOLE_SUITE,3,string_val_24,0.1739130434782608
Validators,25,WHOLE_SUITE,3,string_val_25,0.1739130434782608
Validators,26,WHOLE_SUITE,3,string_val_26,0.1739130434782608
Validators,27,WHOLE_SUITE,3,string_val_27,0.1739130434782608
Validators,28,WHOLE_SUITE,3,string_val_28,0.1739130434782608
Validators,29,WHOLE_SUITE,3,string_val_29,0.1739130434782608
Validators,3,WHOLE_SUITE,3,string_val_3,0.2608695652173913
Validators,30,WHOLE_SUITE,3,string_val_30,0.1739130434782608
Validators,4,WHOLE_SUITE,3,string_val_4,0.2608695652173913
Validators,5,WHOLE_SUITE,3,string_val_5,0.2608695652173913
Validators,6,WHOLE_SUITE,3,string_val_6,0.2608695652173913
Validators,7,WHOLE_SUITE,3,string_val_7,0.2608695652173913
Validators,8,WHOLE_SUITE,3,string_val_8,0.2608695652173913
Validators,9,WHOLE_SUITE,3,string_val_9,0.2608695652173913
